form	lemma	POS
filhos	filh	NOUN
<lb/>	lb	XML
Tantis	tant	ADV
que	qui	PRON
ne	en	PRON
fario	far	VERB
seran	èsser	VERB
de	de	ADP
sa	son	DET
coulour	color	NOUN
,	,	PUNCT
<lb/>	lb	XML
Que	que	SCONJ
peis	puèi	ADV
aqo	aquò	PRON
toutjour	totjorn	ADV
me	ieu	PRON
serio	èsser	VERB
grant	grand	ADJ
doulour	dolor	NOUN
.	.	PUNCT
<lb/>	lb	XML
Aquo	aquò	PRON
m'	ieu	PRON
estounec	estonar	VERB
fort	fòrt	ADV
:	:	PUNCT
car	car	CCONJ
ieu	ieu	PRON
en	en	ADP
mon	mon	DET
couratge	coratge	NOUN
<lb/>	lb	XML
Penssabo	pensar	VERB
se	se	SCONJ
fasian	far	VERB
touts	tot	DET
dous	2	PRON
forsso	fòrça	ADV
mainatge	mainatge	NOUN
,	,	PUNCT
<lb/>	lb	XML
Que	que	SCONJ
quant	quand	SCONJ
nous	nos	PRON
ne	en	PRON
farian	far	VERB
grant	grand	ADJ
ô	o	CCONJ
petit	petit	ADJ
troupel	tropèl	NOUN
<lb/>	lb	XML
Tout	tot	DET
jour	jorn	NOUN
serian	èsser	AUX
estats	estar	VERB
la	lo	DET
meitat	meitat	NOUN
de	de	ADP
mon	mon	DET
pel	per+lo	ADP+DET
.	.	PUNCT
<lb/>	lb	XML
Aquel	aquel	PRON
disio	dire	VERB
que	que	SCONJ
non	non	ADV
,	,	PUNCT
et	e	CCONJ
ieu	ieu	PRON
cresio	créser	VERB
son	son	DET
dire	dire	VERB
.	.	PUNCT
<lb/>	lb	XML
Que	que	ADV
malhur	malur	NOUN
dessus	dessús	ADV
el	el	PRON
mal	mal	NOUN
de	de	ADP
pipe	pipa	NOUN
lou	el	PRON
vire	virar	VERB
,	,	PUNCT
<lb/>	lb	XML
Car	car	CCONJ
despeis	despuèis	ADV
en	en	ADP
un	un	DET
loc	luòc	NOUN
ey	aver	AUX
vist	véser	VERB
et	e	CCONJ
counougut	conéisser	VERB
<lb/>	lb	XML
Que	que	SCONJ
so	çò	PRON
que	que	SCONJ
ieu	ieu	PRON
penssabo	pensar	VERB
el	el	PRON
me	ieu	PRON
serio	èsser	AUX
vengut	venir	VERB
.	.	PUNCT
<lb/>	lb	XML
Aros	aras	ADV
ieu	ieu	PRON
souy	èsser	VERB
segur	segur	ADJ
que	que	SCONJ
de	de	ADP
nostre	nòstre	DET
mainatge	mainatge	NOUN
,	,	PUNCT
<lb/>	lb	XML
Que	que	SCONJ
la	lo	DET
maitat	meitat	NOUN
serian	èsser	AUX
estats	estar	VERB
de	de	ADP
mon	mon	DET
pialatge	pelatge	NOUN
:	:	PUNCT
<lb/>	lb	XML
Moussur	monsur	NOUN
d'	de	ADP
Artigaloubo	Artigaloba	PROPN
a	aver	AUX
dedins	dedins	ADP
son	son	DET
castel	castèl	NOUN
<lb/>	lb	XML
Uno	un	DET
gato	gat	NOUN
ta	tant	ADV
negro	negre	ADJ
ô	o	CCONJ
may	mai	ADV
que	que	SCONJ
mon	mon	DET
capel	capèl	NOUN
,	,	PUNCT
<lb/>	lb	XML
La	lo	DET
plus	plus	ADV
negro	negre	ADJ
que	qui	PRON
visto	véser	VERB
ieu	ieu	PRON
agio	aver	AUX
de	de	ADP
ma	mon	DET
vido	vida	NOUN
,	,	PUNCT
<lb/>	lb	XML
Que	qui	PRON
d'	de	ADP
un	un	DET
bel	bèl	ADJ
cat	cat	NOUN
tout	tot	ADV
gris	gris	ADJ
elo	el	PRON
fourec	èsser	AUX
crubido	crubir	VERB
,	,	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
quatre	4	DET
bels	bèl	ADJ
catons	caton	NOUN
pourtec	portar	VERB
del	de+lo	ADP+DET
cat	cat	NOUN
aquel	aquel	ADJ
,	,	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
de	de	ADP
touts	tot	DET
aquels	aquel	DET
quatre	4	PRON
elo	el	PRON
fec	far	VERB
l'	lo	DET
un	un	DET
parel	parelh	NOUN
<lb/>	lb	XML
Coumo	coma	ADV
prou	pro	ADV
mounde	monde	NOUN
sap	saber	VERB
,	,	PUNCT
negres	negre	ADJ
coumo	coma	ADV
la	lo	DET
maire	maire	NOUN
,	,	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
fec	far	VERB
l'	lo	DET
autre	autre	ADJ
parel	parelh	NOUN
grises	gris	ADJ
,	,	PUNCT
coumo	coma	ADV
lou	lo	DET
paire	paire	NOUN
.	.	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
ieu	ieu	PRON
vesen	véser	VERB
lou	lo	DET
fah	far	VERB
de	de	ADP
tout	tot	DET
aquel	aquel	DET
bestial	bestial	NOUN
,	,	PUNCT
<lb/>	lb	XML
Ey	aver	AUX
pensat	pensar	VERB
que	que	SCONJ
la	lo	DET
Moro	mòre	NOUN
et	e	CCONJ
ieu	ieu	PRON
farian	far	VERB
aital	aital	ADV
,	,	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
l'	el	PRON
encontredisio	encontredire	VERB
lou	lo	DET
que	qui	PRON
'l	lo	DET
fah	fach	NOUN
ly	el	PRON
conteri	contar	VERB
,	,	PUNCT
<lb/>	lb	XML
Qu'	que	SCONJ
un	un	DET
det	det	NOUN
me	ieu	PRON
fous	èsser	AUX
trinquat	trencar	VERB
lou	lo	DET
jour	jorn	NOUN
qu'	qui	PRON
el	el	PRON
rencontreri	rencontrar	VERB
,	,	PUNCT
<lb/>	lb	XML
Car	car	CCONJ
uno	un	DET
falsetat	falsetat	NOUN
grando	grand	ADJ
me	ieu	PRON
demounstrec	demonstrar	VERB
,	,	PUNCT
<lb/>	lb	XML
Que	que	SCONJ
d'	de	ADP
aima	aimar	VERB
plus	plus	ADV
la	lo	DET
Moro	mòre	NOUN
aqo	aquò	PRON
me	ieu	PRON
degoustec	degostar	VERB
,	,	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
peis	puèi	ADV
ieu	ieu	PRON
me	ieu	PRON
crentio	crentar	VERB
que	que	SCONJ
l'	lo	PRON
on	òm	PRON
me	ieu	PRON
trompés	trompar	VERB
,	,	PUNCT
coumo	coma	ADV
<lb/>	lb	XML
Fouron	èsser	AUX
trompats	trompar	VERB
un	un	DET
jour	jorn	NOUN
de	de	ADP
nobles	nòble	ADJ
gens	gent	NOUN
à	a	ADP
Roumo	Roma	PROPN
<lb/>	lb	XML
Que	qui	PRON
penssans	pensar	VERB
courouna	coronar	VERB
un	un	DET
home	òme	NOUN
de	de	ADP
cerbelo	cervèl	NOUN
,	,	PUNCT
<lb/>	lb	XML
Bailerou	balhar	VERB
la	lo	DET
courouno	coronar	VERB
à	a	ADP
uno	un	DET
Damaiselo	damaisèl	NOUN
:	:	PUNCT
<lb/>	lb	XML
Talomen	talament	ADV
que	que	SCONJ
despeis	despuèis	ADV
per	per	ADP
n'	non	ADV
estre	èstre	VERB
trompat	trompar	VERB
plus	plus	ADV
.	.	PUNCT
<lb/>	lb	XML
Abanssos	abansas	ADV
de	de	ADP
baila	balhar	VERB
la	lo	DET
courouno	coronar	VERB
à	a	ADP
degus	degus	PRON
,	,	PUNCT
<lb/>	lb	XML
Lou	el	PRON
fan	far	VERB
sieire	sièire	VERB
dessus	dessús	ADV
la	lo	DET
cadieire	cadièira	NOUN
qu'	qui	PRON
on	òm	PRON
cago	cagar	VERB
,	,	PUNCT
<lb/>	lb	XML
Lou	lo	DET
quioul	cuol	NOUN
tout	tot	ADV
nud	nud	ADJ
s'	el	PRON
enten	entendre	VERB
,	,	PUNCT
peis	puèi	ADV
on	òm	PRON
dis	dire	VERB
que	que	SCONJ
s'	el	PRON
amago	amagar	VERB
,	,	PUNCT
<lb/>	lb	XML
Per	per	ADP
dejoust	dejost	ADP
la	lo	DET
cadieiro	cadièira	NOUN
un	un	DET
Monge	monge	NOUN
ô	o	CCONJ
Cardinal	cardinal	NOUN
,	,	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
regardo	regardar	VERB
s'	se	SCONJ
aquel	aquel	PRON
es	èsser	VERB
home	òme	NOUN
natural	natural	ADJ
:	:	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
s'	se	SCONJ
el	el	PRON
a	aver	VERB
tout	tot	DET
son	son	DET
cas	cas	NOUN
,	,	PUNCT
als	a+lo	ADP+DET
autres	autre	PRON
el	el	PRON
fa	far	VERB
signe	signe	NOUN
<lb/>	lb	XML
Que	que	SCONJ
per	per	ADP
estre	èstre	VERB
lou	lo	DET
Papo	papa	NOUN
aquel	aquel	PRON
es	èsser	VERB
home	òme	NOUN
digne	digne	ADJ
.	.	PUNCT
<lb/>	lb	XML
Mas	mas	CCONJ
quant	quand	SCONJ
els	el	PRON
fan	far	VERB
un	un	DET
Papo	papa	NOUN
,	,	PUNCT
en	en	ADP
guerro	guèrra	NOUN
amay	amai	ADV
en	en	ADP
pats	patz	NOUN
,	,	PUNCT
<lb/>	lb	XML
Els	el	PRON
fan	far	VERB
aquo	aquò	PRON
despeis	despuèis	ADV
qui	qui	PRON
son	èsser	AUX
estats	estar	VERB
trompats	trompar	VERB
.	.	PUNCT
<lb/>	lb	XML
Si	se	SCONJ
l'	lo	PRON
on	òm	PRON
trompec	trompar	VERB
d'	de	ADP
aquels	aquel	PRON
que	qui	PRON
forsso	fòrça	ADV
gen	gent	NOUN
adoro	adorar	VERB
,	,	PUNCT
<lb/>	lb	XML
So	çò	PRON
me	ieu	PRON
pensseri	pensar	VERB
ieu	ieu	PRON
,	,	PUNCT
se	se	SCONJ
tu	tu	PRON
prenes	prendre	VERB
la	lo	DET
Moro	mòre	NOUN
,	,	PUNCT
<lb/>	lb	XML
Beleu	benlèu	ADV
en	en	ADP
talo	tal	DET
peno	pena	NOUN
aprop	apròp	ADV
seras	èsser	AUX
loutgiat	lotjar	VERB
,	,	PUNCT
<lb/>	lb	XML
Tu	tu	PRON
penssos	pensar	VERB
que	que	SCONJ
sio	èsser	VERB
gougio	goja	NOUN
,	,	PUNCT
et	e	CCONJ
beleu	benlèu	ADV
es	èsser	VERB
gougiat	gojat	NOUN
.	.	PUNCT
<lb/>	lb	XML
Per	per	ADP
dire	dire	VERB
que	que	SCONJ
sio	èsser	VERB
filho	filh	NOUN
on	òm	PRON
n'	non	ADV
a	aver	VERB
pas	pas	ADV
temouniatge	temoniatge	NOUN
,	,	PUNCT
<lb/>	lb	XML
Quant	quand	SCONJ
n'	non	ADV
a	aver	AUX
jamay	jamai	ADV
agut	aver	VERB
ni	ni	CCONJ
marit	marit	NOUN
,	,	PUNCT
ni	ni	CCONJ
mainatge	mainatge	NOUN
:	:	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
peis	puèi	ADV
las	lo	DET
filhos	filh	NOUN
an	amb	ADP
lour	lor	DET
piel	pèl	NOUN
dous	doç	ADJ
et	e	CCONJ
poulit	polti	ADJ
,	,	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
la	lo	DET
Moro	mòre	NOUN
a	aver	VERB
son	son	DET
piel	pèl	NOUN
coumo	coma	ADV
de	de	ADP
crin	crin	NOUN
boulit	bolhir	VERB
.	.	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
vesen	véser	VERB
que	que	SCONJ
n'	en	PRON
abio	aver	VERB
la	lo	DET
sio	èsser	VERB
perruquo	perruca	NOUN
rousso	ros	ADJ
,	,	PUNCT
<lb/>	lb	XML
Ieu	ieu	PRON
me	ieu	PRON
crentabo	crentar	VERB
fort	fòrt	ADV
que	que	SCONJ
calque	calque	DET
gougiat	gojat	NOUN
fousso	èsser	VERB
,	,	PUNCT
<lb/>	lb	XML
Que	qui	PRON
per	per	ADP
aquo	aquò	PRON
d'	de	ADP
aqui	aquí	ADV
nou	non	ADV
la	el	PRON
voulgueri	voler	VERB
poun	ponch	ADV
:	:	PUNCT
<lb/>	lb	XML
Mas	mas	CCONJ
uno	un	DET
fenno	femna	NOUN
à	a	ADP
my	ieu	PRON
m'	ieu	PRON
a	aver	AUX
tirat	tirar	VERB
de	de	ADP
soupsson	sopçon	NOUN
,	,	PUNCT
<lb/>	lb	XML
Quant	quand	SCONJ
sabi	saber	VERB
que	que	SCONJ
de	de	ADP
mi	ieu	PRON
nou	non	ADV
vouldrio	voler	VERB
lou	lo	DET
doumatge	domatge	NOUN
,	,	PUNCT
<lb/>	lb	XML
Disseri	dire	VERB
qu'	que	SCONJ
an	amb	ADP
la	lo	DET
Moro	mòre	NOUN
ieu	ieu	PRON
voulio	voler	VERB
fa	far	VERB
mariatge	maridatge	NOUN
,	,	PUNCT
<lb/>	lb	XML
Mas	mas	CCONJ
que	que	SCONJ
quant	quand	SCONJ
ieu	ieu	PRON
vesio	véser	VERB
son	son	DET
piel	pèl	NOUN
de	de	ADP
la	lo	DET
faissou	faiçon	NOUN
,	,	PUNCT
<lb/>	lb	XML
Ieu	ieu	PRON
me	ieu	PRON
crentabo	crentar	VERB
fort	fòrt	ADV
que	que	SCONJ
fous	èsser	VERB
calque	calque	DET
garssou	garçon	NOUN
:	:	PUNCT
<lb/>	lb	XML
Elo	el	PRON
dissec	dire	VERB
que	que	SCONJ
nou	non	ADV
,	,	PUNCT
qu'	que	SCONJ
un	un	DET
cop	còp	NOUN
l'	el	PRON
abio	aver	AUX
batudo	batre	VERB
,	,	PUNCT
<lb/>	lb	XML
Que	que	SCONJ
de	de	ADP
la	lo	DET
cinto	cinta	NOUN
en	en	ADP
bas	bas	ADV
la	el	PRON
viguec	viure	VERB
touto	tot	ADV
nudo	nud	ADJ
,	,	PUNCT
<lb/>	lb	XML
Qu'	que	SCONJ
abio	aver	VERB
son	son	DET
cas	cas	NOUN
tant	tant	ADV
pla	plan	ADV
coumo	coma	ADV
filho	filh	NOUN
del	de+lo	ADP+DET
moun	monde	NOUN
.	.	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
que	que	SCONJ
ieu	ieu	PRON
per	per	ADP
aquo	aquò	PRON
nou	non	ADV
la	el	PRON
refuzes	refusar	VERB
poun	ponch	ADV
.	.	PUNCT
<lb/>	lb	XML
Tout	tot	DET
aquo	aquò	PRON
me	ieu	PRON
dissec	dire	VERB
,	,	PUNCT
amay	amai	ADV
me	ieu	PRON
dissec	dire	VERB
peissos	puèissas	ADV
<lb/>	lb	XML
Que	que	SCONJ
longos	long	ADJ
cambos	camba	NOUN
a	aver	VERB
,	,	PUNCT
et	e	CCONJ
fort	fòrt	ADV
courtes	cort	ADJ
las	lo	DET
queissos	cuèissa	NOUN
.	.	PUNCT
<lb/>	lb	XML
Quant	quand	SCONJ
la	lo	DET
fenno	femna	NOUN
d'	de	ADP
aquo	aquò	PRON
m'	ieu	PRON
a	aver	AUX
tant	tant	ADV
assegurat	assegurar	VERB
,	,	PUNCT
<lb/>	lb	XML
Autro	autre	DET
cop	còp	NOUN
de	de	ADP
la	lo	DET
Moro	mòre	NOUN
ieu	ieu	PRON
me	ieu	PRON
souy	èsser	AUX
amourat	amorar	VERB
.	.	PUNCT
<lb/>	lb	XML
Mas	mas	CCONJ
s’	se	SCONJ
ieu	ieu	PRON
nou	non	ADV
la	el	PRON
voulio	voler	VERB
las	lo	DET
prumieros	primièr	ADJ
begados	vegada	NOUN
,	,	PUNCT
<lb/>	lb	XML
Vous	vos	PRON
vezets	véser	VERB
las	lo	DET
razous	rason	NOUN
que	qui	PRON
vous	vos	PRON
ey	aver	AUX
allegados	allegar	VERB
.	.	PUNCT
<lb/>	lb	XML
Mas	mas	CCONJ
se	se	SCONJ
la	lo	DET
noblo	nòble	ADJ
Damo	dama	NOUN
aros	aras	ADV
da	dar	VERB
me	ieu	PRON
la	el	PRON
vol	voler	VERB
,	,	PUNCT
<lb/>	lb	XML
S'	se	SCONJ
ieu	ieu	PRON
la	el	PRON
refudi	refusar	VERB
plus	plus	ADV
,	,	PUNCT
qu'	que	PART
on	òm	PRON
me	ieu	PRON
coupe	copar	VERB
lou	lo	DET
col	còl	NOUN
.	.	PUNCT
<lb/>	lb	XML
Car	car	CCONJ
maridat	maridar	VERB
serey	èsser	AUX
,	,	PUNCT
s'	se	SCONJ
aquo	aquò	PRON
nou	non	ADV
falis	falhir	VERB
poun	ponch	ADV
,	,	PUNCT
<lb/>	lb	XML
Per	per	ADP
la	lo	DET
noblo	nòble	ADJ
Damo	dama	NOUN
,	,	PUNCT
et	e	CCONJ
Princesso	prince	NOUN
del	de+lo	ADP+DET
moun	monde	NOUN
,	,	PUNCT
<lb/>	lb	XML
Que	qui	PRON
presarey	presar	VERB
aquo	aquò	PRON
plus	plus	ADV
que	que	SCONJ
touto	tot	DET
la	lo	DET
resto	rèsta	NOUN
,	,	PUNCT
<lb/>	lb	XML
Encaros	encaras	ADV
que	que	SCONJ
la	lo	DET
Moro	mòre	NOUN
elo	el	PRON
sio	èsser	VERB
fort	fòrt	ADV
hounesto	onèste	ADJ
.	.	PUNCT
<lb/>	lb	XML
Mousur	monsur	NOUN
de	de	ADP
Roquos	Ròcas	PROPN
.	.	PUNCT
<lb/>	lb	XML
Augié	Augièr	PROPN
,	,	PUNCT
vous	vos	PRON
disets	dire	VERB
pla	plan	ADV
que	que	SCONJ
vous	vos	PRON
seriats	èsser	VERB
hurous	urós	ADJ
:	:	PUNCT
<lb/>	lb	XML
Mas	mas	CCONJ
peis	puèi	ADV
que	que	SCONJ
de	de	ADP
la	lo	DET
Moro	mòre	NOUN
ets	èsser	VERB
tant	tant	ADV
fort	fòrt	ADV
amourous	amorós	ADJ
,	,	PUNCT
<lb/>	lb	XML
Ieu	ieu	PRON
ne	en	PRON
tendrey	tenir	VERB
prepaus	prepaus	NOUN
à	a	ADP
la	lo	DET
noblo	nòble	ADJ
Princesso	prince	NOUN
,	,	PUNCT
<lb/>	lb	XML
Amay	amai	ADV
peissos	puèissas	ADV
aprop	apròp	ADV
à	a	ADP
vostro	vòstre	DET
Mouroulesso	morèl	NOUN
,	,	PUNCT
<lb/>	lb	XML
Non	non	ADV
pas	pas	ADV
vostre	vòstre	ADJ
de	de	ADP
tout	tot	PRON
,	,	PUNCT
car	car	CCONJ
à	a	ADP
prou	pro	ADV
gens	gent	NOUN
d'	de	ADP
aici	aicí	ADV
<lb/>	lb	XML
Elo	el	PRON
a	aver	AUX
dit	dire	VERB
que	que	SCONJ
de	de	ADP
vous	vos	PRON
n'	non	ADV
abio	aver	VERB
que	que	ADV
fa	far	VERB
bouci	bocin	PRON
.	.	PUNCT
<lb/>	lb	XML
Mas	mas	CCONJ
que	que	SCONJ
ieu	ieu	PRON
ly	el	PRON
direy	dire	VERB
qu'	que	SCONJ
en	en	ADP
tout	tot	DET
son	son	DET
cas	cas	NOUN
abise	avisar	VERB
,	,	PUNCT
<lb/>	lb	XML
Peis	puèi	ADV
que	que	SCONJ
pus	pus	ADV
de	de	ADP
Bernat	Bernat	PROPN
nou	non	ADV
cal	caler	VERB
qu'	que	SCONJ
elo	el	PRON
se	el	PRON
fise	fisar	VERB
:	:	PUNCT
<lb/>	lb	XML
Car	car	CCONJ
per	per	ADP
ly	el	PRON
fa	far	VERB
l'	lo	DET
amour	amor	NOUN
degus	degus	PRON
plus	plus	ADV
nou	non	ADV
s'	el	PRON
approchio	aprochar	VERB
,	,	PUNCT
<lb/>	lb	XML
Anats	anar	VERB
donques	doncas	ADV
Augié	Augièr	PROPN
,	,	PUNCT
fa	far	VERB
crompa	crompar	VERB
vostro	vòstre	DET
cochio	còcha	NOUN
<lb/>	lb	XML
Per	per	ADP
gazania	gasanhar	VERB
d'	de	ADP
argen	argent	NOUN
,	,	PUNCT
coumo	coma	ADV
m'	ieu	PRON
abets	aver	AUX
proumes	prometre	VERB
.	.	PUNCT
<lb/>	lb	XML
Car	car	CCONJ
vous	vos	PRON
aurets	aver	VERB
la	lo	DET
Moro	mòre	NOUN
endabanssos	endavanças	ADV
d'	de	ADP
un	un	DET
mes	mes	NOUN
,	,	PUNCT
<lb/>	lb	XML
Se	se	SCONJ
Madamo	madama	NOUN
per	per	ADP
vous	vos	PRON
tout	tot	DET
aqo	aquò	PRON
ly	el	PRON
demostro	demonstrar	VERB
,	,	PUNCT
<lb/>	lb	XML
Pel	per+lo	ADP+DET
segur	segur	NOUN
vous	vos	PRON
poudets	poder	VERB
la	el	PRON
teni	tenir	VERB
pla	plan	ADV
per	per	ADP
vostro	vòstre	ADJ
.	.	PUNCT
<lb/>	lb	XML
La	lo	DET
Moro	mòre	NOUN
refuda	refusar	VERB
nou	non	ADV
ly	el	PRON
gauzario	gausar	VERB
pas	pas	ADV
.	.	PUNCT
<lb/>	lb	XML
Anats	anar	VERB
,	,	PUNCT
coumo	coma	ADV
vous	vos	PRON
dic	dire	VERB
,	,	PUNCT
arrenga	arrengar	VERB
vostre	vòstre	DET
cas	cas	NOUN
,	,	PUNCT
<lb/>	lb	XML
Dats	dar	VERB
ourdre	ordre	NOUN
que	que	SCONJ
la	lo	DET
cochio	còcha	NOUN
elo	el	PRON
sio	èsser	AUX
pla	plan	ADV
garnido	garnir	VERB
,	,	PUNCT
<lb/>	lb	XML
Pesque	pesque	ADV
voulets	voler	VERB
aital	aital	ADV
gazania	gasanhar	VERB
vostro	vòstre	DET
vido	vida	NOUN
,	,	PUNCT
<lb/>	lb	XML
Augié	Augièr	PROPN
Gaillart	Galhard	PROPN
.	.	PUNCT
<lb/>	lb	XML
Moussur	monsur	NOUN
mon	mon	DET
grant	grand	ADJ
amic	amic	NOUN
,	,	PUNCT
vous	vos	PRON
disets	dire	VERB
un	un	DET
bon	bon	ADJ
mout	mot	NOUN
,	,	PUNCT
<lb/>	lb	XML
Que	que	SCONJ
ieu	ieu	PRON
crompi	crompar	VERB
la	lo	DET
cochio	còcha	NOUN
,	,	PUNCT
et	e	CCONJ
nou	non	ADV
disets	dire	VERB
pas	pas	ADV
tout	tot	PRON
<lb/>	lb	XML
D'	de	ADP
on	òm	PRON
pouirio	poder	VERB
ieu	ieu	PRON
tira	tirar	VERB
milo	mila	DET
escuts	escut	NOUN
del	de+lo	ADP+DET
soulelh	solelh	NOUN
,	,	PUNCT
<lb/>	lb	XML
Que	qui	PRON
coustara	costar	VERB
la	lo	DET
cochio	còcha	NOUN
,	,	PUNCT
et	e	CCONJ
tout	tot	DET
son	son	DET
aparelh	aparelh	NOUN
?	?	PUNCT
<lb/>	lb	XML
Ieu	ieu	PRON
la	el	PRON
penssi	pensar	VERB
crompa	crompar	VERB
de	de	ADP
l'	lo	DET
argen	argent	NOUN
del	de+lo	ADP+DET
mariatge	maridatge	NOUN
,	,	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
peis	puèi	ADV
quant	quand	SCONJ
ieu	ieu	PRON
l'	el	PRON
aurio	aver	VERB
,	,	PUNCT
ieu	ieu	PRON
nou	non	ADV
serio	èsser	VERB
pas	pas	ADV
satge	sage	ADJ
<lb/>	lb	XML
D'	de	ADP
ana	anar	VERB
crompa	crompar	VERB
lou	lo	DET
tout	tot	PRON
,	,	PUNCT
et	e	CCONJ
peis	puèi	ADV
estre	èstre	VERB
mouquat	mocar	VERB
:	:	PUNCT
<lb/>	lb	XML
Ieu	ieu	PRON
penssi	pensar	VERB
bé	ben	ADV
qu'	que	SCONJ
en	en	ADP
vous	vos	PRON
ey	aver	VERB
un	un	DET
bon	bon	ADJ
Abouquat	avocat	NOUN
,	,	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
que	que	SCONJ
vouldriats	voler	VERB
que	que	SCONJ
ieu	ieu	PRON
agués	aver	VERB
aquelo	aquel	DET
garsso	garça	NOUN
,	,	PUNCT
<lb/>	lb	XML
Mas	mas	CCONJ
l'	lo	PRON
on	òm	PRON
pren	prendre	VERB
tout	tot	DET
jour	jorn	NOUN
l'	lo	DET
auquo	auca	NOUN
abant	avant	ADV
que	que	SCONJ
fa	far	VERB
la	lo	DET
salsso	salsa	NOUN
.	.	PUNCT
<lb/>	lb	XML
Agian	aver	VERB
donquos	doncas	ADV
,	,	PUNCT
Moussur	monsur	NOUN
,	,	PUNCT
aquelo	aquel	DET
Moro	mòre	NOUN
un	un	DET
cop	còp	NOUN
,	,	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
la	lo	DET
cochio	còcha	NOUN
que	qui	PRON
disi	dire	VERB
aurem	aver	VERB
peissos	puèissas	ADV
aprop	apròp	ADV
:	:	PUNCT
<lb/>	lb	XML
Car	car	CCONJ
vous	vos	PRON
sabets	saber	VERB
qu'	que	SCONJ
en	en	ADP
fah	fach	NOUN
de	de	ADP
filhos	filh	NOUN
trop	tròp	ADV
beziados	besiat	ADJ
<lb/>	lb	XML
Nou	non	ADV
s'	el	PRON
y	i	PRON
cal	caler	VERB
pas	pas	ADV
fiza	fisar	VERB
,	,	PUNCT
que	que	SCONJ
nou	non	ADV
sian	èsser	AUX
espouzados	esposar	VERB
.	.	PUNCT
<lb/>	lb	XML
Mousur	monsur	NOUN
de	de	ADP
Roquos	Ròcas	PROPN
.	.	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
bé	ben	ADV
donquos	doncas	ADV
,	,	PUNCT
Augié	Augièr	PROPN
,	,	PUNCT
vous	vos	PRON
abets	aver	VERB
grand	grand	ADJ
razou	rason	NOUN
,	,	PUNCT
<lb/>	lb	XML
Car	car	CCONJ
Bernat	Bernat	PROPN
nous	nos	PRON
pouirio	poder	VERB
fa	far	VERB
calque	calque	DET
trahizou	traïson	NOUN
:	:	PUNCT
<lb/>	lb	XML
Lou	lo	DET
mout	mot	NOUN
que	qui	PRON
me	ieu	PRON
disets	dire	VERB
pezo	pesar	VERB
pla	plan	ADV
may	mai	ADV
d'	de	ADP
uno	un	DET
onso	onsa	NOUN
<lb/>	lb	XML
Tant	tant	ADV
prest	prèst	ADJ
coumo	coma	ADV
pouiray	poder	VERB
,	,	PUNCT
vous	vos	PRON
tournarey	tornar	VERB
respounso	responsa	NOUN
.	.	PUNCT
<lb/>	lb	XML
La	lo	DET
Respounso	responsa	NOUN
de	de	ADP
Mousur	monsur	NOUN
.	.	PUNCT
<lb/>	lb	XML
Augié	Augièr	PROPN
,	,	PUNCT
de	de	ADP
vostre	vòstre	DET
cas	cas	NOUN
ieu	ieu	PRON
veni	venir	VERB
de	de	ADP
vezé	véser	VERB
,	,	PUNCT
<lb/>	lb	XML
Mas	mas	CCONJ
Madamo	madama	NOUN
n'	non	ADV
ey	aver	AUX
pas	pas	ADV
troubado	trobar	VERB
de	de	ADP
lezé	léser	NOUN
:	:	PUNCT
<lb/>	lb	XML
Car	car	CCONJ
elo	el	PRON
legissio	legir	VERB
dins	dins	ADP
sa	son	DET
crambo	cramba	NOUN
la	lo	DET
Biblo	Bíbla	NOUN
,	,	PUNCT
<lb/>	lb	XML
Que	que	SCONJ
de	de	ADP
parla	parlar	VERB
damb	damb	ADP
elo	el	PRON
ero	èsser	VERB
causo	causa	NOUN
impoussiblo	impossible	ADJ
,	,	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
penssant	pensar	VERB
que'	que	SCONJ
l	lo	DET
legi	legir	NOUN
ly	el	PRON
serio	èsser	AUX
leu	lèu	ADV
passat	passar	VERB
,	,	PUNCT
<lb/>	lb	XML
leu	lèu	ADV
l'	el	PRON
ey	aver	AUX
fort	fòrt	ADV
esperado	esperar	VERB
,	,	PUNCT
et	e	CCONJ
n'	non	ADV
ey	aver	AUX
rés	res	PRON
abanssat	avançar	VERB
.	.	PUNCT
<lb/>	lb	XML
Qant	quand	SCONJ
ieu	ieu	PRON
ey	aver	AUX
vist	véser	VERB
aqo	aquò	PRON
,	,	PUNCT
m'	ieu	PRON
en	en	PRON
souy	èsser	AUX
sourtit	sortir	VERB
deforo	defòra	ADV
,	,	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
dins	dins	ADP
la	lo	DET
